# catalogVersion;syncItemKey;pk;interests;mvwcTrustResorts;mvwcExchangeResorts;resortAtAGlance
Output Catalog:Online;Resort_Data_00020;8796438052482;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;true;true;"<h2>Resort-At-a-Glance</h2><ul> <li>Indulgent, spacious 2-bedroom/2-bath or 3-bedroom/3-bath&nbsp;villas accommodating up to 8 guests and offering approximately 1,665 square feet of living space</li> <li>A secluded master-planned community shared by Grand Residences by Marriott<sup>&reg;</sup></li> <li>520 lush acres including 38 acres of wandering lagoon waterways</li> </ul><p>Features, furnishings and amenities may be proposed and are subject to change.</p>"
Output Catalog:Online;Resort_Data_00026;8796525543042;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom/2-bath villas accommodate up to 8 guests</li><li>Non-smoking resort</li><li>Wooded grounds and scenic surroundings</li><li>Located near many world-class golf courses, restaurants and recreational areas</li><li>On-site fitness center</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00022;8796508372610;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,THE_MARKETPLACE,THEME_PARK,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Shares the 500-acre Grande Lakes Orlando campus with a JW Marriott and The Ritz-Carlton Orlando, Grande Lakes, offering top-notch golf, an award-winning spa and many onsite restaurants </li><li>Elegantly appointed 2- and 3-bedroom villas and townhomes for up to 12 guests</li><li>Future proposed amenities will include an elegant pool, a zero-entry pool including two dueling waterslides, 3 whirlpool spas and pool bar</li><li>Future proposed amenities will include The Marketplace<sup>sm</sup> convenience store, fitness center, planned children's activities, a waterside promenade, firepits and enhanced outdoor grilling facilities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00053;8796432416386;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and comfortably appointed 2-bedroom villas accommodate up to 8 guests</li><li>Conveniently located in the heart of Branson, where there are numerous theaters and other attractions</li><li>Charming resort complex with indoor and outdoor pools and scenic wooded surroundings</li><li>Branson features beautiful golf courses and picturesque lakes</li><li>On-site The Marketplace Express<sup>sm</sup> convenience store and fitness center</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00036;8796534455938;DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,THE_MARKETPLACE,THEME_PARK,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious, elegantly appointed 2-bedroom/2-bath villas accommodate up to 6 guests</li><li>In the heart of Orlando, minutes away from all the major theme parks</li><li>Two beautiful outdoor pools, whirlpool spas in a gorgeous setting amid lakes and palms</li><li>On-site restaurant, fitness center and recreation with outstanding golf, spas, dining and shopping nearby</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_0063;8796504407682;GOLF;true;true;<h2>Resort-At-a-Glance</h2> <ul> <li>Elegant guestrooms, and spacious 1- and 2-bedroom villas accommodate 2-8 guests</li> <li>World-class golf at Shadow Ridge Golf Club</li> <li>Gorgeous outdoor pools, whirlpools, and the Shadow Ridge Health club with tennis</li> <li>Restaurants, The Marketplace<sup>sm</sup> store, fitness center and planned kids activities</li> </ul> <p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00018;8796497395330;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom/2-bath villas accommodate up to 6 guests</li><li>Non-smoking resort</li><li>Beautiful resort overlooking Shelter Cove Harbour, surrounded by lush grounds</li><li>Located near many world-class golf courses, restaurants and recreational areas</li><li>On-site fitness center and planned family and children's activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;PA-resortData-001;8797312073346;BEACH,BIKING,DINING,FITNESS_CENTER,GOLF,POOL,RESTAURANTS_AND_LOUNGES,WIRELESS_INTERNET_ACCESS;false;true;"<h2>Resort-At-a-Glance</h2> <ul> <li>Well-appointed 2- bedroom, 2- bath villas accommodate up to 6 guests</li> <li>Variety of dining options and spa treatments at the nearby JW Marriott<sup>&reg;</sup> Phuket Resort & Spa</li> <li>Swimming pool and children's outdoor pool with waterslide</li> <li>Located near championship golf courses and amazing beaches</li> </ul> <p>Features, furnishings and amenities may be proposed and are subject to change.</p>"
Output Catalog:Online;southBeachResortData;8796617686658;BEACH,DINING,GOLF,RESTAURANTS_AND_LOUNGES,SERVICES,URBAN,WIRELESS_INTERNET_ACCESS;true;true;"<p>Marriott Vacation Club Pulse, South Beach offers a world of culinary delights, sun-soaked streets, ocean beaches, and vibrant nightlife.</p> <ul> <li>Streamlined&nbsp;furnishings and over-sized mirrors reflecting the natural light create open and airy spaces</li> <li>Located on the 1400 block, on the north end of Ocean Drive, within easy walking distance to the best South Beach has to offer</li> <li>Experience restaurants and galleries of Lincoln Road and the boutique shops and nightclubs of Collins and Washington Avenues&mdash;and the turquoise waters of Miami Beach right across the street</li> </ul> <p style=""position:relative; bottom:-255px; right:-725px"">PL-16-019</p>"
Output Catalog:Online;Resort_Data_00057;8796459155074;BEACH,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Splendid 1-bedroom/2-bath and 2-bedroom/3-bath suites accommodate up to 8 guests</li><li>Oceanfront suites on Kaanapali Beach, all with garden/mountain or ocean views</li><li>Excellent golf at the Kaanapali Golf Courses North and South and other nearby courses</li><li>Meandering outdoor pools with waterfall, walking bridges, pool bar</li><li>Several on-site restaurants, fitness center and planned children/family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00006;8796468428418;DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Beautifully appointed guestrooms,1- and 2-bedroom villas accommodate up to 8 guests</li><li>Large, heated pool with scenic waterfall and whirlpool, plus separate children's pools</li><li>World-class golf at the Wildfire Golf Club with Palmer and Faldo courses</li><li>The Marketplace Express<sup>sm</sup> store, fitness center and planned kids activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00002;8796460269186;BEACH,CASINO,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;false;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed studio, 1- and 2-bedroom villas accommodate up to 8 guests</li><li>Spectacular oceanfront resort on a powder white sand beach</li><li>Beautiful setting with winding pools, waterfall and whirlpool spas, walkways and bridges</li><li>On-site restaurants, fitness center, tennis and basketball courts, planned children's activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_MY;8796505423490;DINING,FITNESS_CENTER,RECREATION,RESTAURANTS_AND_LOUNGES,SERVICES,SHOPPING,SPORTS_AND_FITNESS,URBAN,WIRELESS_INTERNET_ACCESS;true;true;"<h2>Property-at-a-Glance</h2><ul><li>Updated room design that blends historic luxury and modern style</li><li>Located in the heart of the downtown district, steps away from Dupont Circle</li><li>Surrounded by historic attractions, cultural arts venues, famous shopping, dining and more</li></ul><p style=""position:relative; bottom:-370px; right:-725px"">PL-16-019</p>"
Output Catalog:Online;Resort_Data_00025;8796441624194;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,RECREATION,RESTAURANTS_AND_LOUNGES,SHOPPING,SPORTS_AND_FITNESS,THE_MARKETPLACE,WHIRLPOOLS,WIRELESS_INTERNET_ACCESS;false;true;"<h2>Resort-At-a-Glance</h2><ul> <li>Spacious and elegantly appointed 1-, 2- and 3-bedroom apartments accommodate up to 8 guests</li><li>Spectacular seaside Mediterranean resort with beachfront access and panoramic ocean views</li><li>Expansive, lavishly landscaped grounds with multiple pools amid lush gardens and palms</li><li>Near many world-class golf courses, spas and cultural attractions</li><li>Many restaurants and lounges, The Marketplace<sup>sm</sup> convenience store, fitness center, planned children&rsquo;s/family activities</li></ul>"
Output Catalog:Online;Resort_Data_00027;8796523675266;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious 1-bedroom/1-bath and 2-bedroom/2-bath villas with ocean and garden views</li><li>Spectacular beachfront resort with tropical landscaping and a spectacular 26,000-square-foot swimming pool</li><li>18-holes of championship course designed by Jack Nicklaus</li><li>Restaurants, shopping, fitness center and children's/family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00038;8796516433538;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Elegant guestrooms, and spacious 1- and 2-bedroom villas accommodate 2-8 guests</li><li> World-class golf at Shadow Ridge Golf Club</li><li>Gorgeous outdoor pools, whirlpools, and the Shadow Ridge Health club with tennis</li><li>Restaurants, The Marketplace<sup>sm</sup> store, fitness center and planned kids activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00047;8796510338690;DINING,FITNESS_CENTER,GOLF,POOL,SPA,TENNIS_COURTS;true;true;<h2>Resort-At-a-Glance</h2> <ul> <li>Luxuriously-appointed 2- and 3-bedroom residences and 2-bedroom suites</li> <li>Dedicated concierge</li> <li>Member's Lounge</li> <li>Ritz Kids Program</li> </ul> <p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00005;8796466331266;BEACH,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,URBAN,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious 2-bedroom/2-bath Atlantic beachfront villas for up to 8 guests</li><li> Accommodations in a high-energy urban setting with exciting beach nightlife, seaside activities and world-famous shopping and dining</li><li> Nestled conveniently atop three floors of exclusive designer retail shops</li><li>On-site pool, restaurants and lounges with world-class golf and spas nearby</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00003;8796462825090;BEACH,CASINO,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;false;true;<h2>Resort-At-a-Glance</h2> <ul> <li>Spacious and elegantly appointed studio, 1-, 2- and 3-bedroom villas accommodate up to 12 guests</li> <li>Spectacular oceanfront resort on a powder white sand beach</li> <li>Gorgeous setting features winding palm-lined pools and whirlpool spas traversed by walkways and bridges</li> <li>Restaurants, The Marketplace<sup>sm</sup> convenience store, fitness center, tennis and basketball courts, planned children's/family activities Complimentary high-speed wireless internet access available in Common Areas</li> </ul> <p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00039;8796426944130;BEACH,CASINO,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;false;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2- and 3-bedroom villas accommodate up to 10 guests</li><li>Spectacular oceanfront resort on the beach surrounded by many pools and lavish grounds</li><li>Adjacent to and with privileged access to St. Kitts Marriott Resort and The Royal Beach Casino</li><li>Exceptional golf course, spa and many restaurants and lounges</li><li>On-site fitness center, planned children's and family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00040;8796428910210;DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SKI,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2> <ul> <li>Elegantly appointed, spacious villas accommodate up to 8 guests</li> <li>Located in exciting Vail yet secluded in its own rustic and quiet enclave</li> <li>Exceptional skiing at many adjacent resorts</li> <li>Large, heated indoor/outdoor pool, hot tub, on-site fitness center and racquetball facility</li> <li>Vail has many excellent golf courses, dining options and outdoors recreation venues</li> </ul> <p>Features, furnishings and amenities may be proposed and are subject to change.</p>
Output Catalog:Online;Resort_Data_00041;8796547792514;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SKI,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious, elegantly appointed 2-bedroom, 2-bath villas accommodate up to 8 guests</li><li>Located in the town of Park City, surrounded by world-famous ski areas, shops, dining and other attractions</li><li>Four-seasons recreation includes world-class golf, spas, watersports, hiking, fishing, more</li><li>Large indoor pool and Aquacade with heated indoor/outdoor connecting pool, whirlpool spas</li><li>On-site restaurants, The Marketplace Express<sup>sm</sup> convenience store, fitness center</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00024;8796527705730;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,THEME_PARK,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed studio,1- and 2-bedroom villas accommodate as many as 6 to 8 guests</li><li>Williamsburg has many historical and entertainment attractions</li><li>Williamsburg has many historical and entertainment attractions</li><li>Beautiful golf club</li><li>Secluded, country estate resort with beautiful grounds</li><li>The Marketplace<sup>sm</sup> convenience store, fitness center and planned children's/family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00019;8796521938562;DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,THE_MARKETPLACE,THEME_PARK,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Expansive 3-bedroom/2-bath villas with oversize whirlpool tubs redefine luxury accommodations in Orlando</li><li>In the heart of the action, minutes away from the major theme parks</li><li>Lush tropical setting surrounded by numerous pools, a sparkling lake and scenic landscaping</li><li>On-site restaurants, fitness center, recreation facilities and planned children's activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00016;8796520267394;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom/2-bath villas accommodate up to 8 guests</li><li>Located near many world-class golf courses, restaurants and recreational areas</li><li>On-site fitness center and planned family and children's activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00032;8796500409986;BEACH,DINING,FITNESS_CENTER,KIDS_ACTIVITIES,POOL,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom villas and guestrooms</li><li>Located within the exceptional Grande Dunes master-planned community</li><li>Area attractions include 120+ golf courses, outlet shopping and a dazzling array of dining, shopping and nightlife</li><li>The Marketplace and Grille<sup>sm</sup>, fitness center and many planned children's and family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00010;8796486614658;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,THEME_PARK,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious, charming 2-bedroom/2-bath villas accommodate up to 8 guests</li><li>In the heart of Orlando, home to major theme parks</li><li>Beautiful village setting with sparkling lakes, boardwalks, winding paths and lush palms</li><li>Recreation complex with several pools, deli stand, outdoor games, fitness center</li><li>On-site restaurants, The Marketplace<sup>sm</sup> convenience store, and extensive children's activities programs</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;BK-resortData-001;8797313187458;POOL,URBAN,WIRELESS_INTERNET_ACCESS;false;true;<h2>Resort-At-a-Glance</h2> <ul> <li>Located in the heart of the city, close to Sathorn Road and Taksin Bridge, easy access to Express Way and Sky train.</li> <li>Elegantly appointed and spacious one-, two- and three-bedroom apartments with washers and dryers and room for up to 8 guests.</li> <li>Master bedroom has a king bed, bathroom with separate shower and bathtub.</li> </ul> <p>Features, furnishings and amenities may be proposed and are subject to change</p>
Output Catalog:Online;SD-ResortData-001;8796726771330;BEACH,CASINO,DINING,FITNESS_CENTER,POOL,RECREATION,RESTAURANTS_AND_LOUNGES,SERVICES,SPORTS_AND_FITNESS,URBAN,WIRELESS_INTERNET_ACCESS;true;true;"<h3>Property-at-a-Glance</h3> <dl> <ul> <dd><li>264 suites</li></dd> <dd><li>Complimentary Wi-Fi all rooms and public spaces</li></dd> <dd><li>The famous Gaslamp Quarter with its colorful array of award-winning restaurants, rooftop bars, happening nightclubs, art galleries and boutiques is just a stroll away</li></dd> </ul> </dl><small><i>Features, furnishings and amenities are subject to change</i></small> <p style=""position:relative; bottom:-50px; right:-725px"">PL-16-020</p>"
Output Catalog:Online;Resort_Data_00008;8796484320898;BEACH,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2> <ul>     <li>Spacious, elegantly appointed 2-bedroom/2-bath villas and 3-bedroom/3-bath villas</li>     <li>Floor-to-ceiling windows and balconies with stunning resort or island views</li>     <li>Desirable Gulf of Mexico beachfront location with easy access to nearby Naples, Florida</li>     <li>2 swimming pools with interactive features overlooking the water</li>     <li>Access to excellent golf courses, spas, restaurants, nightlife nearby</li>     <li>On-site MarketPlace<sup>sm</sup> Express convenience store, fitness center and extensive children's activities programs.</li> </ul> <p>Features and amenities are proposed and subject to change.</p>
Output Catalog:Online;Resort_Data_00004;8796482158210;BEACH,DINING,FITNESS_CENTER,GOLF,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom villas accommodate up to 6 guests</li><li>Oceanfront resort with private Atlantic beachfront</li><li>Gorgeous, secluded, heavily wooded setting with beautiful seafront pool complex</li><li>The Marketplace Express<sup>sm</sup> store, fitness center and many family and children's activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00033;8796451946114;BEACH,DINING,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>2-bedroom/2-bath villas will be approximately 1,100 square feet and will accommodate up to 8 guests</li><li>Villa views will be oceanfront and oceanview with oversized balconies</li><li>Master suite will include an oversize shower with multiple showerheads</li><li>Villas will feature fully-equipped island kitchen with granite countertops, stainless-steel appliances including an oven, microwave, refrigerator, and dishwasher</li><li>Living rooms will have a 40-inch flat-panel television and each bedroom will have a 32-inch flat-panel television with satellite programming and DVD player</li><li>Complimentary wireless high-speed Internet access</li><li>Villas will have a utility area with a washer and dryer</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00044;8796538781314;POOL,RESTAURANTS_AND_LOUNGES,SKI,WHIRLPOOLS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Luxuriously-appointed 2- and 3-bedroom residences</li><li>Dedicated concierge</li><li>At-your-service ski valet</li><li>State-of-the-art fitness center</li><li>On-site bistro</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00046;8796537699970;DINING,FITNESS_CENTER,SHOPPING;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Luxuriously-appointed 1-, 2- and 3-bedroom residences</li><li>Dedicated concierge</li><li>Private lounge</li><li>Spa and fitness center</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00015;8796493266562;BEACH,DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SPA,THE_MARKETPLACE,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious and elegantly appointed 2-bedroom/2-bath villas accommodate up to 6 guests</li><li>Beautiful oceanfront resort with Atlantic beach access, meticulously maintained grounds and pools</li><li>Several local golf courses</li><li>On-site restaurants, The Marketplace<sup>sm</sup> store, fitness center and planned children's and family activities</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
Output Catalog:Online;Resort_Data_00029;8796424715906;DINING,FITNESS_CENTER,GOLF,KIDS_ACTIVITIES,POOL,SHOPPING,SKI,SPA,WIRELESS_INTERNET_ACCESS;true;true;<h2>Resort-At-a-Glance</h2><ul><li>Spacious, elegantly appointed studio and 1-bedroom villas accommodate up to 6 guests</li><li>Sparkling lake with breathtaking view onto the Breckenridge ski area slopes</li><li>Large outdoor heated pool, hot tub and whirlpool, on-site fitness center/ski lockers</li><li>Breckenridge has numerous options for golf, spa, dining, lounges and shopping</li></ul><p><span>Features, furnishings and amenities may be proposed and are subject to change.</span></p>
